Year,Extroversion,Number of textees,Hours of sleep,Handedness,Pant leg,Sleep position,Pets,Piercings
Second,8,5,7,Right-handed,Right leg in first,On your stomach,None,6
Second,5,5,5,Right-handed,Right leg in first,On your left side,Cat,7
First,3,2,7,Right-handed,Right leg in first,On your left side,"Cat, Dog",7
Second,6,1,7,Right-handed,Right leg in first,On your right side,"Cat, Turtle",7
First,8,15,7,Right-handed,Right leg in first,On your back,Dog,7
Second,6,5,6,Left-handed,I don't know,On your left side,Dog,7
Fourth,3,8,7,Right-handed,I don't know,On your right side,Dog,7
First,4,5,9,Right-handed,Right leg in first,On your right side,"Dog, Turtle",7
Second,3,4,8,Right-handed,I don't know,On your back,None,7
First,8,8,8,Right-handed,I don't know,On your back,None,7
Third,3,1,7,Right-handed,Left leg in first,On your back,None,7
Second,9,5,8,Right-handed,Right leg in first,On your right side,None,7
First,8,7,8,Right-handed,Right leg in first,On your right side,None,7
Second,8,10,8,Right-handed,Right leg in first,On your right side,None,7
Fourth,9,3,6,Left-handed,Right leg in first,On your left side,None,7
Second,4,4,7,Right-handed,Left leg in first,On your right side,Turtle,7
First,4,5,6,Right-handed,Right leg in first,On your right side,Turtle,7
First,8,2,8,Right-handed,Left leg in first,On your stomach,Turtle,7
First,3,8,6,Left-handed,Left leg in first,On your left side,Cat,8
First,8,6,6,Right-handed,Right leg in first,On your stomach,Cat,8
Second,8,7,7,Right-handed,Right leg in first,On your stomach,Cat,8
First,10,12,7,Right-handed,Right leg in first,On your right side,"Cat, Dog",8
Second,8,7,8,Right-handed,Left leg in first,On your right side,Dog,8
Fourth,7,3,6,Right-handed,Right leg in first,On your right side,Dog,8
First,8,10,7,Right-handed,Right leg in first,On your right side,Dog,8
Second,6,3,10,Right-handed,Left leg in first,On your stomach,Dog,8
Second,7,15,9,Right-handed,I don't know,On your right side,"Dog, Fish, Bird",8
Third,8,5,7,Right-handed,Right leg in first,On your back,None,8
Third,3,3,5,Right-handed,Right leg in first,On your left side,None,8
Fourth,5,4,8,Right-handed,I don't know,On your right side,None,8
First,4,7,7,Right-handed,Right leg in first,On your right side,None,8
Second,6,2,7,Right-handed,Right leg in first,On your stomach,None,8
Third,8,8,7,Right-handed,Right leg in first,On your right side,Cat,9
First,8,10,8.5,Right-handed,Right leg in first,On your back,"Cat, Dog",9
First,8,6,7,Left-handed,Left leg in first,On your left side,"Cat, Dog",9
First,9,30,5,Right-handed,Right leg in first,On your back,"Cat, Fish",9
First,7,7,7,Right-handed,I don't know,On your right side,"Cat, Fish",9
Third,9,8,5,Both,Left leg in first,On your back,"Cat, Fish, Rabbit, Snake",9
First,8,7,8,Right-handed,Left leg in first,On your stomach,Dog,9
First,5,5,9,Right-handed,Right leg in first,On your left side,"Dog, Fish, Bird, Hamster or Guinea Pig",9
Second,6,1,6,Right-handed,Left leg in first,On your right side,Fish,9
Second,3,5,9,Right-handed,Right leg in first,On your back,None,9
First,4,3,8,Right-handed,Right leg in first,On your right side,None,9
First,4,5,8,Right-handed,Right leg in first,On your right side,None,9
Third,10,19,8,Right-handed,I don't know,On your stomach,None,9
Fourth,9,3,7,Right-handed,Right leg in first,On your right side,Rabbit,9
First,8,20,5,Right-handed,Left leg in first,On your back,Cat,10
Fourth,8,5,7,Right-handed,Right leg in first,On your stomach,"Cat, Dog, Tortoise",10
Second,4,5,5,Right-handed,I don't know,On your back,Dog,10
First,5,10,5.5,Right-handed,Left leg in first,On your back,None,10
Fourth,4,3,8,Right-handed,Right leg in first,On your left side,None,10
Second,5,2,4,Left-handed,Left leg in first,On your back,"Cat, Dog",11
Third,4,2,6,Right-handed,Right leg in first,On your right side,"Dog, Rats",11
First,8,8,7,Right-handed,Right leg in first,On your right side,Cat,12
Fifth or above,9,5,9,Right-handed,Left leg in first,On your right side,None,12
Third,6,10,6,Right-handed,I don't know,On your stomach,None,12
Third,7,4,6,Right-handed,Right leg in first,On your right side,Cat,13
Second,6,4,8,Right-handed,Right leg in first,On your left side,Dog,13
Second,5,3,8,Right-handed,Left leg in first,On your stomach,Dog,13
Third,6,8,6,Right-handed,Left leg in first,On your left side,"Dog, Hamster or Guinea Pig",15
First,7,15,6,Right-handed,Right leg in first,On your right side,"Cat, Dog",18
First,7,15,7,Right-handed,I don't know,On your right side,"Cat, Dog, Fish, Turtle, Rabbit, Snake, Bird, Hamster or Guinea Pig, Lizard",99
