rank,name,position,team,salary,season
282,T.J. Leaf,PF,Indiana Pacers,2407560,2018
283,Justin Jackson,SF,Sacramento Kings,2365560,2018
284,Shabazz Napier,PG,Portland Trail Blazers,2361360,2018
285,Clint Capela,C,Houston Rockets,2334528,2018
286,Devin Booker,SG,Phoenix Suns,2319360,2018
287,John Collins,PF,Atlanta Hawks,2299080,2018
288,Denzel Valentine,SG,Chicago Bulls,2280600,2018
289,Larry Nance Jr.,PF,Los Angeles Lakers,2272391,2018
290,Justin Patton,C,Minnesota Timberwolves,2247480,2018
291,Guerschon Yabusele,F,Boston Celtics,2247480,2018
292,Brandon Jennings,G,Milwaukee Bucks,2222803,2018
293,Mo Williams,PG,Denver Nuggets,2194500,2018
294,Kyle Anderson,SF,San Antonio Spurs,2151704,2018
295,Darius Miller,SF,New Orleans Pelicans,2100000,2018
296,Juan Hernangomez,PF,Denver Nuggets,2076840,2018
297,Sean Kilpatrick,G,Brooklyn Nets,2054856,2018
298,Kendall Marshall,PG,Milwaukee Bucks,2048257,2018
299,OG Anunoby,SF,Toronto Raptors,2034120,2018
300,Jarrett Allen,C,Brooklyn Nets,2034120,2018
301,Terry Rozier,PG,Boston Celtics,1988520,2018
302,Kevin Seraphin,C,Indiana Pacers,1974159,2018
303,Ante Zizic,C,Cleveland Cavaliers,1952760,2018
304,Tyler Zeller,C,Brooklyn Nets,1933941,2018
305,Rashad Vaughn,G,Orlando Magic,1889040,2018
306,Harry Giles III,C,Sacramento Kings,1859400,2018
307,Henry Ellenson,PF,Detroit Pistons,1857480,2018
308,Eric Moreland,C,Detroit Pistons,1826300,2018
309,Sam Dekker,F,LA Clippers,1794600,2018
310,Terrance Ferguson,SF,Oklahoma City Thunder,1785000,2018
311,Furkan Korkmaz,SG,Philadelphia 76ers,1740000,2018
312,Caris LeVert,SG,Brooklyn Nets,1702800,2018
313,Malik Beasley,SG,Denver Nuggets,1700640,2018
314,Spencer Dinwiddie,PG,Brooklyn Nets,1656092,2018
315,Julyan Stone,G,Charlotte Hornets,1656092,2018
316,DeAndre' Bembry,SG,Atlanta Hawks,1634640,2018
317,Richaun Holmes,C,Philadelphia 76ers,1600520,2018
318,T.J. McConnell,PG,Philadelphia 76ers,1600520,2018
319,Dwight Buycks,G,Detroit Pistons,1600520,2018
320,Tyler Lydon,F,Denver Nuggets,1579440,2018
321,Archie Goodwin,SG,Portland Trail Blazers,1577230,2018
322,Ryan Kelly,PF,Atlanta Hawks,1577230,2018
323,Jeff Withey,C,Dallas Mavericks,1577230,2018
324,Malachi Richardson,G,Toronto Raptors,1569360,2018
325,Caron Butler,SF,Sacramento Kings,1551659,2018
326,Willy Hernangomez,C,Charlotte Hornets,1544951,2018
327,Pascal Siakam,PF,Toronto Raptors,1544951,2018
328,Isaiah Taylor,G,Atlanta Hawks,1544951,2018
329,Okaro White,F,Miami Heat,1544951,2018
330,Troy Williams,F,New York Knicks,1544951,2018
331,Quinn Cook,PG,Golden State Warriors,1544951,2018
332,Rodney McGruder,SG,Miami Heat,1544951,2018
333,Malcolm Brogdon,PG,Milwaukee Bucks,1544951,2018
334,Trey Burke,PG,New York Knicks,1544951,2018
335,Mitch McGary,PF,Oklahoma City Thunder,1526040,2018
336,Joffrey Lauvergne,F,San Antonio Spurs,1524305,2018
337,Johnny O'Bryant III,PF,Charlotte Hornets,1524305,2018
338,Tyler Ennis,G,Los Angeles Lakers,1524305,2018
339,Jerami Grant,PF,Oklahoma City Thunder,1524305,2018
340,Elijah Millsap,F,Denver Nuggets,1524305,2018
341,Marcelinho Huertas,PG,Houston Rockets,1500000,2018
342,Tyus Jones,PG,Minnesota Timberwolves,1471382,2018
343,Omri Casspi,F,Golden State Warriors,1471382,2018
344,Mario Chalmers,G,Memphis Grizzlies,1471382,2018
345,KJ McDaniels,F,Oklahoma City Thunder,1471382,2018
346,Raymond Felton,G,Oklahoma City Thunder,1471382,2018
347,Nick Collison,F,Oklahoma City Thunder,1471382,2018
348,Josh Huestis,F,Oklahoma City Thunder,1471382,2018
349,Anthony Morrow,SG,Portland Trail Blazers,1471382,2018
350,Raul Neto,PG,Utah Jazz,1471382,2018
351,Kris Humphries,PF,Philadelphia 76ers,1471382,2018
352,Damjan Rudez,SF,Orlando Magic,1471382,2018
353,Aaron Brooks,G,Minnesota Timberwolves,1471382,2018
354,Pat Connaughton,SG,Portland Trail Blazers,1471382,2018
355,Joel Anthony,PF,Milwaukee Bucks,1471382,2018
356,JaVale McGee,C,Golden State Warriors,1471382,2018
357,Montrezl Harrell,PF,LA Clippers,1471382,2018
358,Rakeem Christmas,PF,Indiana Pacers,1471382,2018
359,Damien Wilkins,SG,Indiana Pacers,1471382,2018
360,Luc Mbah a Moute,PF,Houston Rockets,1471382,2018
361,Kevon Looney,PF,Golden State Warriors,1471382,2018
362,Andrew Bogut,C,Los Angeles Lakers,1471382,2018
363,David West,F,Golden State Warriors,1471382,2018
364,Chris McCullough,F,Washington Wizards,1471382,2018
365,Beno Udrih,PG,Detroit Pistons,1471382,2018
366,Nikola Jokic,C,Denver Nuggets,1471382,2018
367,Donald Sloan,G,Denver Nuggets,1471382,2018
368,Josh Childress,F,Maccabi Haifa Maccabi Haifa,1471382,2018
369,Salah Mejri,C,Dallas Mavericks,1471382,2018
370,Maalik Wayns,PG,Dallas Mavericks,1471382,2018
371,Jarell Martin,F,Memphis Grizzlies,1471382,2018
372,Willie Reed,C,LA Clippers,1471382,2018
373,Tony Allen,SG,New Orleans Pelicans,1471382,2018
374,Axel Toupane,SG,New Orleans Pelicans,1471382,2018
375,Ian Clark,G,New Orleans Pelicans,1471382,2018
376,Perry Jones,SF,New Orleans Pelicans,1471382,2018
377,Jeremy Evans,F,Atlanta Hawks,1471382,2018
378,Caleb Swanigan,PF,Portland Trail Blazers,1465920,2018
379,Jordan Adams,SG,Memphis Grizzlies,1465080,2018
380,Richard Jefferson,F,Denver Nuggets,1454756,2018
381,Kyle Kuzma,PF,Los Angeles Lakers,1423560,2018
382,Tony Bradley,C,Utah Jazz,1414920,2018
383,Derrick White,PG,San Antonio Spurs,1404600,2018
384,Josh Hart,SF,Los Angeles Lakers,1394520,2018
385,Timothe Luwawu-Cabarrot,SG,Philadelphia 76ers,1386600,2018
386,Josh Smith,PF,New Orleans Pelicans,1379940,2018
387,Dwayne Bacon,SG,Charlotte Hornets,1378242,2018
388,Tyler Dorsey,G,Atlanta Hawks,1378242,2018
389,Wes Iwundu,SF,Orlando Magic,1378242,2018
390,Khem Birch,PF,Orlando Magic,1378242,2018
391,Damyean Dotson,SG,New York Knicks,1378242,2018
392,Jaylen Morris,G,Atlanta Hawks,1378242,2018
393,Sterling Brown,SG,Milwaukee Bucks,1378242,2018
394,Rodney Purvis,G,Orlando Magic,1378242,2018
395,Ike Anigbogu,C,Indiana Pacers,1378242,2018
396,Antonius Cleveland,SG,Dallas Mavericks,1378242,2018
397,Jordan Bell,PF,Golden State Warriors,1378242,2018
398,Alfonzo McKinnie,SF,Toronto Raptors,1378242,2018
399,Alex Poythress,F,Indiana Pacers,1378242,2018
400,Guillermo Hernangomez,C,New York Knicks,1350000,2018
401,Sasha Kaun,C,Philadelphia 76ers,1333240,2018
402,Brice Johnson,PF,Memphis Grizzlies,1331160,2018
403,Jarrod Uthoff,F,Memphis Grizzlies,1312611,2018
404,Patrick McCaw,SF,Golden State Warriors,1312611,2018
405,Kyle Wiltjer,F,Toronto Raptors,1312611,2018
406,Daniel Ochefu,PF,Washington Wizards,1312611,2018
407,Carrick Felix,SG,Washington Wizards,1312611,2018
408,Davis Bertans,SF,San Antonio Spurs,1312611,2018
409,Semaj Christon,PG,Oklahoma City Thunder,1312611,2018
410,Dejounte Murray,PG,San Antonio Spurs,1312611,2018
411,Bryn Forbes,SG,San Antonio Spurs,1312611,2018
412,Tyler Ulis,G,Phoenix Suns,1312611,2018
413,Yogi Ferrell,PG,Dallas Mavericks,1312611,2018
414,Chinanu Onuaku,C,Houston Rockets,1312611,2018
415,Cheick Diallo,PF,New Orleans Pelicans,1312611,2018
416,Patricio Garino,SG,Orlando Magic,1312611,2018
417,Jake Layman,SF,Portland Trail Blazers,1312611,2018
418,AJ Hammons,C,Miami Heat,1312611,2018
419,Stephen Zimmerman,C,Los Angeles Lakers,1312611,2018
420,Ivica Zubac,C,Los Angeles Lakers,1312611,2018
421,DeQuan Jones,SF,Indiana Pacers,1312611,2018
422,Deyonta Davis,F,Memphis Grizzlies,1312611,2018
423,Shawn Long,PF,Houston Rockets,1312611,2018
424,Andrew Harrison,G,Memphis Grizzlies,1312611,2018
425,Chasson Randle,G,Golden State Warriors,1312611,2018
426,Michael Gbinije,SG,Golden State Warriors,1312611,2018
427,Isaiah Whitehead,G,Brooklyn Nets,1312611,2018
428,Kalin Lucas,G,Detroit Pistons,1312611,2018
429,Dorian Finney-Smith,SF,Dallas Mavericks,1312611,2018
430,Edy Tavares,C,Cleveland Cavaliers,1312611,2018
431,Sheldon Mac,G,Cleveland Cavaliers,1312611,2018
432,Diamond Stone,C,Chicago Bulls,1312611,2018
433,Paul Zipser,F,Chicago Bulls,1312611,2018
434,Wayne Selden,G,Memphis Grizzlies,1312611,2018
435,Marcus Georges-Hunt,F,Minnesota Timberwolves,1312611,2018
436,Skal Labissiere,PF,Sacramento Kings,1312611,2018
437,Nicolas Brussino,SF,Atlanta Hawks,1312611,2018
438,Damian Jones,C,Golden State Warriors,1312611,2018
439,Khris Middleton,SF,Milwaukee Bucks,1300000,2018
440,Semi Ojeleye,PF,Boston Celtics,1291892,2018
441,Livio Jean-Charles,SF,San Antonio Spurs,1188840,2018
442,Frank Mason III,PG,Sacramento Kings,1184385,2018
443,Abdel Nader,SF,Boston Celtics,1167333,2018
444,Tony Wroten,SG,Memphis Grizzlies,1050961,2018
445,John Jenkins,G,New York Knicks,1050961,2018
446,Chris Johnson,SG,Houston Rockets,1050961,2018
447,Anthony Bennett,F,Houston Rockets,1015696,2018
448,Andrew Goudelock,PG,Houston Rockets,1015696,2018
449,Isaiah Canaan,G,Phoenix Suns,997547,2018
450,Jarnell Stokes,C,Memphis Grizzlies,980431,2018
451,Henry Sims,C,Utah Jazz,980431,2018
452,Chris Wright,SF,Oklahoma City Thunder,980431,2018
453,Jordan Farmar,PG,Sacramento Kings,980431,2018
454,Greg Stiemsma,C,Portland Trail Blazers,980431,2018
455,Cory Jefferson,F,Philadelphia 76ers,980431,2018
456,Elton Brand,PF,Philadelphia 76ers,980431,2018
457,Arinze Onuaku,PF,Orlando Magic,980431,2018
458,Lou Amundson,PF,New York Knicks,980431,2018
459,Marcus Thornton,SG,Brooklyn Nets,980431,2018
460,Toure' Murry,SF,Minnesota Timberwolves,980431,2018
461,John Lucas III,PG,Minnesota Timberwolves,980431,2018
462,Rasual Butler,SF,Minnesota Timberwolves,980431,2018
463,Orlando Johnson,SG,Milwaukee Bucks,980431,2018
464,Xavier Henry,SG,Milwaukee Bucks,980431,2018
465,Steve Novak,SF,Milwaukee Bucks,980431,2018
466,Dorell Wright,SF,LA Clippers,980431,2018
467,Shayne Whittington,PF,Indiana Pacers,980431,2018
468,Terrence Jones,PF,Houston Rockets,980431,2018
469,Pablo Prigioni,PG,Houston Rockets,980431,2018
470,Phil Pressey,PG,Golden State Warriors,980431,2018
471,Devyn Marble,G,Golden State Warriors,980431,2018
472,Elliot Williams,SG,Golden State Warriors,980431,2018
473,Anderson Varejao,C,Golden State Warriors,980431,2018
474,Cameron Bairstow,PF,Detroit Pistons,980431,2018
475,Jorge Gutierrez,G,Denver Nuggets,980431,2018
476,Robbie Hummel,SF,Denver Nuggets,980431,2018
477,Chris Andersen,PF,Charlotte Hornets,980431,2018
478,Robert Sacre,C,New Orleans Pelicans,980431,2018
479,Will Bynum,PG,Atlanta Hawks,980431,2018
480,Rade Zagorac,SF,Memphis Grizzlies,950000,2018
481,Ivan Rabb,PF,Memphis Grizzlies,950000,2018
482,Reggie Williams,SF,New Orleans Pelicans,895197,2018
483,DJ Stephens,G,Memphis Grizzlies,874636,2018
484,D.J. Kennedy,SG,Memphis Grizzlies,874636,2018
485,Casper Ware,PG,Washington Wizards,874636,2018
486,Nick Johnson,G,San Antonio Spurs,874636,2018
487,Duje Dukan,PF,Sacramento Kings,874636,2018
488,Grant Jerrett,PF,Portland Trail Blazers,874636,2018
489,Branden Dawson,SF,Orlando Magic,874636,2018
490,Kevin Murphy,SG,Orlando Magic,874636,2018
491,J.J. O'Brien,SF,Milwaukee Bucks,874636,2018
492,Keith Benson,PF,Miami Heat,874636,2018
493,Christian Wood,PF,Detroit Pistons,874636,2018
494,Jordan McRae,SG,Detroit Pistons,874636,2018
495,Cliff Alexander,PF,New Orleans Pelicans,874636,2018
496,Gerald Green,SG,Houston Rockets,872854,2018
497,Luke Petrasek,SF,Charlotte Hornets,815615,2018
498,T.J. Williams,PG,Charlotte Hornets,815615,2018
499,Terry Henderson,SG,Charlotte Hornets,815615,2018
500,Dillon Brooks,SG,Memphis Grizzlies,815615,2018
501,Dakari Johnson,C,Oklahoma City Thunder,815615,2018
502,Xavier Rathan-Mayes,SG,Memphis Grizzlies,815615,2018
503,Kennedy Meeks,F,Maccabi Haifa Maccabi Haifa,815615,2018
504,Thomas Bryant,C,Los Angeles Lakers,815615,2018
505,Erik McCree,F,Utah Jazz,815615,2018
506,Royce O'Neale,SF,Utah Jazz,815615,2018
507,Rashawn Thomas,PF,Oklahoma City Thunder,815615,2018
508,Bryce Alford,G,Oklahoma City Thunder,815615,2018
509,Brandon Paul,G,San Antonio Spurs,815615,2018
510,Matt Jones,SG,Sacramento Kings,815615,2018
511,Cameron Oliver,F,Portland Trail Blazers,815615,2018
512,Troy Caupain,G,Portland Trail Blazers,815615,2018
513,Jawun Evans,G,LA Clippers,815615,2018
514,Peter Jok,SF,Phoenix Suns,815615,2018
515,James Blackmon Jr.,SG,Philadelphia 76ers,815615,2018
516,Isaiah Briscoe,G,Orlando Magic,815615,2018
517,Melo Trimble,PG,Minnesota Timberwolves,815615,2018
518,JeQuan Lewis,PG,Milwaukee Bucks,815615,2018
519,Davon Reed,G,Phoenix Suns,815615,2018
520,V.J. Beachem,SF,Los Angeles Lakers,815615,2018
521,LaDontae Henton,SF,LA Clippers,815615,2018
522,Naz Mitrou-Long,SG,Utah Jazz,815615,2018
523,Zhou Qi,C,Houston Rockets,815615,2018
524,Alex Hamilton,SG,Golden State Warriors,815615,2018
525,Brandon Ashley,PF,Dallas Mavericks,815615,2018
526,Maxi Kleber,PF,Dallas Mavericks,815615,2018
527,Jaylen Johnson,PF,Chicago Bulls,815615,2018
528,Frank Jackson,PG,New Orleans Pelicans,815615,2018
529,Sindarius Thornwell,SG,LA Clippers,815615,2018
530,L.J. Peak,SG,Boston Celtics,815615,2018
531,Daniel Theis,C,Boston Celtics,815615,2018
532,Jordan Mathews,SG,Atlanta Hawks,815615,2018
533,Tyler Cavanaugh,F,Atlanta Hawks,679919,2018
534,Emeka Okafor,C,New Orleans Pelicans,592030,2018
535,DeAndre Liggins,G,Milwaukee Bucks,588120,2018
536,Rasheed Sulaimon,G,Charlotte Hornets,543471,2018
537,Andrew Andrews,G,Charlotte Hornets,543471,2018
538,Yanick Moreira,C,Toronto Raptors,543471,2018
539,Brady Heslip,SG,Toronto Raptors,543471,2018
540,E.J. Singler,SF,Toronto Raptors,543471,2018
541,Drew Crawford,SG,Toronto Raptors,543471,2018
542,Isaiah Cousins,G,Utah Jazz,543471,2018
543,Kaleb Tarczewski,C,Oklahoma City Thunder,543471,2018
544,Richard Solomon,F,Oklahoma City Thunder,543471,2018
545,Nicolas Laprovittola,G,San Antonio Spurs,543471,2018
546,Ryan Richards,PF,San Antonio Spurs,543471,2018
547,Gracin Bakumanya,C,Phoenix Suns,543471,2018
548,Derek Cooke Jr.,PF,Phoenix Suns,543471,2018
549,Anthony Barber,PG,Philadelphia 76ers,543471,2018
550,Maurice Ndour,SF,New York Knicks,543471,2018
551,J.P. Tokoto,SG,New York Knicks,543471,2018
552,Egidijus Mockevicius,PF,Brooklyn Nets,543471,2018
553,Beau Beech,SG,Brooklyn Nets,543471,2018
554,Stefan Jankovic,PF,Miami Heat,543471,2018
555,Julian Jacobs,PG,Los Angeles Lakers,543471,2018
556,Zach Auguste,F,Los Angeles Lakers,543471,2018
557,Nick Zeisloft,G,Golden State Warriors,543471,2018
558,Elgin Cook,SF,Golden State Warriors,543471,2018
559,Scott Wood,SG,Golden State Warriors,543471,2018
560,Cameron Jones,SG,Golden State Warriors,543471,2018
561,Nikola Jovanovic,PF,Detroit Pistons,543471,2018
562,Trey Freeman,PG,Detroit Pistons,543471,2018
563,Ben Bentil,PF,Dallas Mavericks,543471,2018
564,Jameel Warney,PF,Dallas Mavericks,543471,2018
565,Keith Hornsby,G,Dallas Mavericks,543471,2018
566,D'Vauntes Smith-Rivera,PG,Chicago Bulls,543471,2018
567,Thomas Walkup,SG,Chicago Bulls,543471,2018
568,J.J. Avila,PF,Chicago Bulls,543471,2018
569,Quincy Ford,SG,New Orleans Pelicans,543471,2018
570,Jonathan Holmes,PF,Boston Celtics,543471,2018
571,Brandan Wright,F,Memphis Grizzlies,490461,2018
572,Joe Johnson,G,Utah Jazz,473835,2018
573,Toney Douglas,PG,Memphis Grizzlies,379159,2018
574,C.J. Williams,G,LA Clippers,375000,2018
575,Derrick Rose,PG,Minnesota Timberwolves,290951,2018
576,Lamar Patterson,SG,Atlanta Hawks,246956,2018
577,Wade Baldwin IV,G,Portland Trail Blazers,229892,2018
578,Larry Sanders,PF,Cleveland Cavaliers,207722,2018
579,Georgios Papagiannis,C,Sacramento Kings,185397,2018
580,Shaquille Harrison,PG,Phoenix Suns,175000,2018
581,Travis Wear,F,Los Angeles Lakers,148318,2018
582,Ray McCallum,PG,Charlotte Hornets,121112,2018
583,Manny Harris,PG,Dallas Mavericks,115344,2018
584,Tim Quarterman,G,Houston Rockets,96406,2018
585,Aaron Harrison,G,Dallas Mavericks,91442,2018
586,Marquis Teague,G,Memphis Grizzlies,74186,2018
587,Mike Tobey,C,Charlotte Hornets,67135,2018
588,MarShon Brooks,G,Memphis Grizzlies,60283,2018
589,Jordan Crawford,G,New Orleans Pelicans,58190,2018
590,Justin Harper,PF,Philadelphia 76ers,57672,2018
591,Alonzo Gee,SF,Denver Nuggets,57672,2018
592,Nigel Hayes,F,Toronto Raptors,55296,2018
593,David Stockton,G,Utah Jazz,44495,2018
594,Jonathan Gibson,G,Boston Celtics,44495,2018
595,Pierre Jackson,PG,Dallas Mavericks,31969,2018
596,Andre Ingram,G,Los Angeles Lakers,13824,2018
597,Amile Jefferson,PF,Orlando Magic,4608,2018
598,Aaron Jackson,F,Houston Rockets,4608,2018
1,Stephen Curry,PG,Golden State Warriors,37457154,2019
2,Chris Paul,PG,Houston Rockets,35654150,2019
3,LeBron James,SF,Los Angeles Lakers,35654150,2019
4,Russell Westbrook,PG,Oklahoma City Thunder,35654150,2019
5,Blake Griffin,PF,Detroit Pistons,32088932,2019
6,Gordon Hayward,SF,Boston Celtics,31214295,2019
7,Kyle Lowry,PG,Toronto Raptors,31200000,2019
8,Paul George,SG,Oklahoma City Thunder,30560700,2019
9,Mike Conley,PG,Memphis Grizzlies,30521115,2019
10,James Harden,SG,Houston Rockets,30421854,2019
11,Kevin Durant,SF,Golden State Warriors,30000000,2019
12,Paul Millsap,PF,Denver Nuggets,29230769,2019
13,Al Horford,PF,Boston Celtics,28928709,2019
14,Damian Lillard,PG,Portland Trail Blazers,27977689,2019
15,DeMar DeRozan,SF,San Antonio Spurs,27739975,2019
16,Otto Porter Jr.,SF,Washington Wizards,26011913,2019
17,Jrue Holiday,SG,New Orleans Pelicans,25976111,2019
18,CJ McCollum,SG,Portland Trail Blazers,25759766,2019
19,Joel Embiid,C,Philadelphia 76ers,25467250,2019
20,Andrew Wiggins,SF,Minnesota Timberwolves,25467250,2019
21,Bradley Beal,SG,Washington Wizards,25434263,2019
22,Anthony Davis,PF,New Orleans Pelicans,25434263,2019
23,Andre Drummond,C,Detroit Pistons,25434263,2019
24,Hassan Whiteside,C,Miami Heat,25434262,2019
25,Nikola Jokic,C,Denver Nuggets,24605181,2019
26,Steven Adams,C,Oklahoma City Thunder,24157303,2019
27,Giannis Antetokounmpo,PF,Milwaukee Bucks,24157303,2019
28,Marc Gasol,C,Memphis Grizzlies,24119025,2019
29,Kevin Love,PF,Cleveland Cavaliers,24119025,2019
30,Harrison Barnes,SF,Sacramento Kings,24107258,2019
31,Chandler Parsons,SF,Memphis Grizzlies,24107258,2019
32,Nicolas Batum,SG,Charlotte Hornets,24000000,2019
33,Rudy Gobert,C,Utah Jazz,23241573,2019
34,Kawhi Leonard,SF,Toronto Raptors,23114067,2019
35,DeAndre Jordan,C,New York Knicks,22897200,2019
36,LaMarcus Aldridge,PF,San Antonio Spurs,22347015,2019
37,Serge Ibaka,C,Toronto Raptors,21666667,2019
38,Aaron Gordon,PF,Orlando Magic,21590909,2019
39,Danilo Gallinari,PF,LA Clippers,21587579,2019
40,Victor Oladipo,SG,Indiana Pacers,21000000,2019
41,Jimmy Butler,SF,Philadelphia 76ers,20445779,2019
42,Ryan Anderson,PF,Phoenix Suns,20421546,2019
43,Kyrie Irving,PG,Boston Celtics,20099189,2019
44,Jabari Parker,PF,Washington Wizards,20000000,2019
45,Zach LaVine,PG,Chicago Bulls,19500000,2019
46,Tyler Johnson,SG,Phoenix Suns,19356932,2019
47,Tim Hardaway Jr.,SG,New York Knicks,19200127,2019
48,John Wall,PG,Washington Wizards,19169800,2019
49,George Hill,PG,Milwaukee Bucks,19000000,2019
50,Jeff Teague,PG,Minnesota Timberwolves,19000000,2019
51,Klay Thompson,SG,Golden State Warriors,18988725,2019
52,Allen Crabbe,G,Brooklyn Nets,18500000,2019
53,Goran Dragic,PG,Miami Heat,18109175,2019
54,Kent Bazemore,SG,Atlanta Hawks,18089887,2019
55,Evan Turner,SG,Portland Trail Blazers,17868853,2019
56,Draymond Green,PF,Golden State Warriors,17469565,2019
57,Tristan Thompson,C,Cleveland Cavaliers,17469565,2019
58,Evan Fournier,SG,Orlando Magic,17150000,2019
59,Reggie Jackson,PG,Detroit Pistons,17043478,2019
60,Bismack Biyombo,C,Charlotte Hornets,17000000,2019
61,Derrick Favors,C,Utah Jazz,16900000,2019
62,Jonas Valanciunas,C,Memphis Grizzlies,16539326,2019
63,Gary Harris,SG,Denver Nuggets,16517857,2019
64,Timofey Mozgov,C,Orlando Magic,16000000,2019
65,Andre Iguodala,SG,Golden State Warriors,16000000,2019
66,Ian Mahinmi,C,Washington Wizards,15944154,2019
67,Dennis Schroder,PG,Oklahoma City Thunder,15500000,2019
68,DeMarre Carroll,SF,Brooklyn Nets,15400000,2019
69,Gorgui Dieng,C,Minnesota Timberwolves,15170787,2019
70,Trevor Ariza,SF,Washington Wizards,15000000,2019
71,Eric Bledsoe,PG,Milwaukee Bucks,15000000,2019
72,Ricky Rubio,PG,Utah Jazz,14975000,2019
73,Tobias Harris,SF,Philadelphia 76ers,14800000,2019
74,JR Smith,SG,Cleveland Cavaliers,14720000,2019
75,James Johnson,PF,Miami Heat,14651700,2019
76,Luke Babbitt,F,Miami Heat,14651700,2019
77,Brandon Knight,PG,Houston Rockets,14631250,2019
78,Robin Lopez,C,Chicago Bulls,14357750,2019
79,Marvin Williams,PF,Charlotte Hornets,14087500,2019
80,Taj Gibson,C,Minnesota Timberwolves,14000000,2019
81,Thaddeus Young,PF,Indiana Pacers,13964045,2019
82,Clint Capela,C,Houston Rockets,13793104,2019
83,Marcin Gortat,C,LA Clippers,13565218,2019
84,Cody Zeller,C,Charlotte Hornets,13528090,2019
85,Eric Gordon,SG,Houston Rockets,13500375,2019
86,Joe Ingles,SG,Utah Jazz,13045455,2019
87,Khris Middleton,SF,Milwaukee Bucks,13000000,2019
88,Michael Kidd-Gilchrist,SF,Charlotte Hornets,13000000,2019
89,Mason Plumlee,PF,Denver Nuggets,12917808,2019
90,Wilson Chandler,SF,Philadelphia 76ers,12800562,2019
91,Nikola Vucevic,C,Orlando Magic,12750000,2019
92,Kelly Olynyk,PF,Miami Heat,12537527,2019
93,Miles Plumlee,C,Atlanta Hawks,12500000,2019
94,Jordan Clarkson,PG,Cleveland Cavaliers,12500000,2019
95,Nikola Mirotic,F,Milwaukee Bucks,12500000,2019
96,Tyreke Evans,G,Indiana Pacers,12400000,2019
97,Courtney Lee,SG,New York Knicks,12253780,2019
98,Solomon Hill,SF,New Orleans Pelicans,12252928,2019
99,JJ Redick,SG,Philadelphia 76ers,12250000,2019
100,Kentavious Caldwell-Pope,SG,Los Angeles Lakers,12000000,2019
101,Avery Bradley,PG,Memphis Grizzlies,12000000,2019
102,Kemba Walker,PG,Charlotte Hornets,12000000,2019
103,Will Barton,SF,Denver Nuggets,11830358,2019
104,T.J. Warren,SF,Phoenix Suns,11750000,2019
105,Zach Randolph,F,Dallas Mavericks,11692308,2019
106,Marcus Smart,PG,Boston Celtics,11660716,2019
107,Patty Mills,PG,San Antonio Spurs,11571429,2019
108,Dion Waiters,SG,Miami Heat,11550000,2019
109,Alec Burks,SG,Utah Jazz,11536515,2019
110,John Henson,PF,Milwaukee Bucks,11327466,2019
111,Omer Asik,C,Chicago Bulls,11286516,2019
112,Jusuf Nurkic,C,Portland Trail Blazers,11111111,2019
113,Iman Shumpert,SG,Sacramento Kings,11011234,2019
114,Maurice Harkless,SF,Portland Trail Blazers,10837079,2019
115,Tony Snell,SF,Milwaukee Bucks,10807143,2019
116,Meyers Leonard,C,Portland Trail Blazers,10595506,2019
117,Bojan Bogdanovic,SF,Indiana Pacers,10500000,2019
118,Terrence Ross,SG,Orlando Magic,10500000,2019
119,Robert Covington,PF,Philadelphia 76ers,10464092,2019
120,Rudy Gay,SF,San Antonio Spurs,10087200,2019
121,Jon Leuer,F,Detroit Pistons,10002681,2019
122,Andre Roberson,SG,Oklahoma City Thunder,10000000,2019
123,Danny Green,SG,Toronto Raptors,10000000,2019
124,Darren Collison,G,Indiana Pacers,10000000,2019
125,Dwight Powell,C,Dallas Mavericks,9631250,2019
126,Matthew Dellavedova,PG,Milwaukee Bucks,9607500,2019
127,Dante Exum,PG,Utah Jazz,9600000,2019
128,Jared Dudley,SF,Brooklyn Nets,9530000,2019
129,Norman Powell,SG,Toronto Raptors,9367200,2019
130,Josh Richardson,SG,Miami Heat,9367200,2019
131,Bogdan Bogdanovic,SG,Sacramento Kings,9000000,2019
132,Rajon Rondo,PG,Los Angeles Lakers,9000000,2019
133,E'Twaun Moore,SG,New Orleans Pelicans,8808685,2019
134,Cristiano Felicio,PF,Chicago Bulls,8740980,2019
135,Kosta Koufos,C,Sacramento Kings,8739500,2019
136,Fred VanVleet,SG,Toronto Raptors,8653847,2019
137,Jerami Grant,PF,Oklahoma City Thunder,8653847,2019
138,Kyle Anderson,SF,Memphis Grizzlies,8641000,2019
139,Julius Randle,PF,New Orleans Pelicans,8641000,2019
140,Jerryd Bayless,G,Minnesota Timberwolves,8575916,2019
141,Markelle Fultz,PG,Philadelphia 76ers,8339880,2019
142,C.J. Miles,SG,Memphis Grizzlies,8333333,2019
143,Joe Harris,SF,Brooklyn Nets,8333333,2019
144,Shaun Livingston,G,Golden State Warriors,8307692,2019
145,Deandre Ayton,C,Phoenix Suns,8165160,2019
146,Garrett Temple,SG,Memphis Grizzlies,8000000,2019
147,Lou Williams,SG,LA Clippers,8000000,2019
148,P.J. Tucker,PF,Houston Rockets,7969537,2019
149,Cory Joseph,PG,Indiana Pacers,7945000,2019
150,Karl-Anthony Towns,C,Minnesota Timberwolves,7839435,2019
151,JaMychal Green,PF,Memphis Grizzlies,7666667,2019
152,Kyle Korver,SG,Utah Jazz,7560000,2019
153,Jeremy Lamb,SG,Charlotte Hornets,7488372,2019
