,Name,Menu_Item,Date,Neighborhood,Address,URL,Yelp,Google,Chips,Cost,Hunger,Mass (g),Density (g/mL),Length,Circum,Volume,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,Overall,Rec,Reviewer,Notes,Unreliable,NonSD,Beef,Pico,Guac,Cheese,Fries,Sour cream,Pork,Chicken,Shrimp,Fish,Rice,Beans,Lettuce,Tomato,Bell peper,Carrots,Cabbage,Sauce,Salsa.1,Cilantro,Onion,Taquito,Pineapple,Ham,Chile relleno,Nopales,Lobster,Queso,Egg,Mushroom,Bacon,Sushi,Avocado,Corn,Zucchini
263,Taco Villa,Carnitas,10/27/2016,,,,,,,5.95,3.0,,,18.0,20.0,0.57,4.0,3.0,4.0,3.0,4.0,2.0,3.5,3.0,5.0,3.9,Yes,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Taco Villa,Tejano,10/27/2016,,,,,,,6.99,3.5,,,19.0,21.0,0.67,2.0,5.0,4.2,3.0,4.7,5.0,3.7,4.2,5.0,4.0,Yes,Sage,,,,,,,x,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Taco Villa,Al Pastor,10/27/2016,,,,,,,,4.5,,,,,,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,Yes,Marc,,,,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
266,Taco Villa,Shrimp With Guac,10/27/2016,,,,,,,,2.0,,,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Taco Villa,Bean & Cheese,10/27/2016,,,,,,,,3.0,,,,,,5.0,5.0,,3.0,2.0,2.0,,1.0,5.0,2.0,No,Shijia,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
268,Taco Stand Encinitas,California,10/29/2016,Encinitas ,642 S Coast Hwy 101,https://www.yelp.com/biz/the-taco-stand-encinitas,4.0,4.4,,7.49,4.0,,,17.5,23.5,0.77,2.0,3.5,4.2,4.3,4.0,2.2,4.5,4.0,2.2,4.2,Yes,Scott,Much better than the first time we tried this location ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Taco Stand Encinitas,California,10/29/2016,,,,,,,7.49,2.0,,,18.5,22.0,0.71,3.8,3.8,4.0,4.2,3.75,4.0,4.75,4.4,3.8,4.2,Yes,Emily,Possibly favorite green salsa so far,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Donato's Taco Shop,Al Pastor,11/1/2016,,,,,,,5.99,4.0,,,19.5,21.5,0.72,3.0,4.5,3.7,2.8,5.0,4.5,3.0,2.3,4.5,3.0,No,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Donato's Taco Shop,Carne Asada,11/1/2016,,,,,,,5.99,2.0,,,21.0,23.5,0.92,2.0,4.0,4.5,4.0,4.0,3.0,4.0,4.0,2.0,4.0,Yes,Elynn,,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Ortiz's Taco Shop #2,California,11/2/2016,Pacific Beach,1313 Garnet Ave,https://www.yelp.com/biz/ortizs-taco-shop-san-diego-2,4.0,4.2,,6.39,4.0,,,20.0,21.0,0.7,4.0,4.0,4.0,4.0,4.5,4.5,4.2,4.5,4.5,4.25,Yes,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Ortiz's Taco Shop #2,California Chicken,11/2/2016,,,,,,,6.39,4.25,,,22.0,22.0,0.85,2.0,4.0,3.7,2.0,4.0,4.5,4.5,2.7,5.0,2.66,No,Sage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.5,,,22.5,20.5,0.75,3.0,4.4,4.0,4.0,4.5,4.2,4.3,4.0,5.0,4.2,Yes,Shijia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Ortiz's Taco Shop #2,California,11/2/2016,,,,,,,6.39,4.75,,,20.5,20.5,0.69,2.0,,3.5,3.0,5.0,4.0,2.0,3.5,3.5,3.5,Yes,Jeremy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,El Portal Fresh Mexican Grill,Mahi,11/6/2016,Clairemont,4101 Genesee Ave,https://www.yelp.com/biz/el-portal-fresh-mexican-grill-san-diego,4.0,4.4,X,7.35,2.3,,,19.5,23.5,0.86,4.0,4.0,3.5,2.0,1.5,2.0,2.0,3.0,1.2,3.1,No,Scott,,,,,,X,,,,,,,X,,,,X,,,X,,,,,,,,,,,,,,,,,,
277,El Portal Fresh Mexican Grill,Carnitas,11/6/2016,,,,,,,6.7,3.75,,,18.0,22.5,0.73,3.5,4.0,4.0,3.0,3.75,4.0,3.0,3.5,4.5,3.75,Yes,Emily,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,El Zarape,California,11/8/2016,,,,,,,6.25,4.0,,,17.0,19.5,0.51,2.5,4.0,3.75,4.0,3.75,5.0,4.0,4.0,5.0,3.9,Yes,Scott,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,El Zarape,California,11/8/2016,,,,,,,6.25,4.0,,,17.0,22.0,0.65,3.0,,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,Yes,Ant,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,El Zarape,California,11/8/2016,,,,,,,6.25,3.0,,,,,,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,5.0,3.0,No,Erik,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,El Zarape,Carne Asada Supreme,11/8/2016,,,,,,,6.25,4.0,,,18.0,21.0,0.63,4.0,4.0,,3.5,3.5,4.0,4.0,4.0,4.0,4.0,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Famoso Mexican Street Food,Cali Diablo,11/14/2016,Downtown,815 C St,https://www.yelp.com/biz/famoso-mexican-street-food-san-diego-20,4.5,3.9,,10.5,3.0,,,20.0,27.0,1.16,2.0,2.5,3.3,3.5,1.5,4.0,2.5,2.5,3.0,3.1,No,Scott,Big roach on the floor while eating. Good prep took quite a long time. Cut in half!,,,X,X,X,X,X,X,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,
283,Valentines Mexican Food,Carne Asada,11/16/2016,,,,,,,6.75,3.0,,,18.0,21.5,0.66,4.5,4.7,4.5,3.5,4.0,4.5,4.5,3.5,5.0,4.2,Yes,Scott,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Valentines Mexican Food,Pork California,11/16/2016,,,,,,,7.9,4.0,,,19.0,22.0,0.73,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,Yes,Justin K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,4.0,,,20.0,22.0,0.77,3.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,2.0,4.5,Yes,Shreejoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,4.0,,,20.0,21.5,0.74,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,Yes,@synapticlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Valentines Mexican Food,California,11/16/2016,,,,,,,7.9,3.5,,,,,,4.0,3.5,4.7,4.0,4.5,4.5,4.5,4.0,3.5,4.7,Yes,@danjlurie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Cancun Mexican & Seafood,California,11/17/2016,,,,,,,6.99,4.3,,,,,,4.8,5.0,4.0,4.4,5.0,4.0,4.3,4.3,5.0,4.5,Yes,Scott,Sour cream is surprisingly good. Avocado salsa works very well on the burrito,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Cancun Mexican & Seafood,California,11/17/2016,,,,,,,6.99,4.0,,,,,,4.5,4.5,4.0,4.5,4.0,4.0,3.5,4.5,5.0,4.5,Yes,Emily,,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Los Panchos Taco Shop,California,11/23/2016,Hillcrest,409 Washington St,https://www.yelp.com/biz/los-panchos-san-diego-2,3.0,3.4,x,6.25,3.0,,,18.0,21.5,0.66,3.5,5.0,4.0,3.0,4.0,3.0,3.5,3.5,3.0,3.7,Yes,Scott,,,,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Los Panchos Taco Shop,Bitchin California,11/23/2016,,,,,,,7.25,4.0,,,19.0,24.0,0.87,4.0,4.0,5.0,4.5,4.0,3.5,5.0,4.5,5.0,4.4,Yes,Richard,,,,x,,x,x,x,,,,x,,,,x,x,,,,,,,,,,,,,,,,,,,,,
292,Los Panchos Taco Shop,Tijuana,11/23/2016,,,,,,,7.0,3.5,,,19.5,22.0,0.75,4.0,4.0,3.5,4.0,4.0,3.5,4.5,4.0,3.5,3.7,Yes,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Pollos Maria,Combo Chicken,11/26/2016,,,,,,,6.99,3.5,,,20.5,22.5,0.83,3.5,2.5,4.0,3.5,3.0,2.5,2.5,4.5,0.5,3.8,Yes,Scott,Started off really great but ended with poor uniformity and wrap integrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Pollos Maria,Carne Asada,11/26/2016,,,,,,,6.49,3.0,,,17.5,17.0,0.4,3.5,4.0,3.0,4.0,3.5,4.0,3.0,4.0,4.5,3.5,No,Emily,Just way too small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,El Pollo Loco,Chicken Avocado,11/27/2016,Oceanside,3500 College Blvd,https://www.yelp.com/biz/el-pollo-loco-oceanside-5,3.5,4.1,,5.99,3.5,,,17.5,21.0,0.61,2.0,3.0,3.8,2.5,2.5,3.0,2.5,3.0,2.6,3.2,No,Scott,,,,,,x,,,,,x,,,,,,,,,x,,,x,,,,,,,,,,,,,,,
296,Gloria's Taco Shop,California,12/2/2016,South Park,1233 28th St,https://www.yelp.com/biz/glorias-taco-shop-san-diego,4.0,4.3,,5.65,3.0,,,19.5,22.0,0.75,4.0,1.5,2.0,3.0,4.2,4.0,3.0,2.0,4.5,2.7,No,Scott,Horchata tasted like bubble gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Gloria's Taco Shop,Cabeza,12/2/2016,,,,,,,5.49,3.0,,,19.0,20.5,0.64,4.5,5.0,2.0,2.0,2.5,3.5,3.0,2.5,3.0,2.0,No,Richard,Meat is squishy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Mr. Ruribertos Taco Shop ,California,12/10/2016,Mission Beach,3202 Mission Blvd,https://www.yelp.com/biz/ruribertos-taco-shop-san-diego,3.5,3.7,,7.75,4.0,,,20.0,21.0,0.7,3.5,2.5,3.0,3.3,1.4,2.3,2.2,3.3,4.5,2.9,No,Scott,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Mr. Ruribertos Taco Shop ,Carne Asada,12/10/2016,,,,,,,7.75,4.0,,,19.5,21.0,0.68,4.0,4.5,2.0,2.0,3.5,3.5,2.0,2.0,4.0,3.0,No,Brent,"Carrots are bad, got better as it went on",,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Mister Falafel,Chicken Shawarma,12/15/2016,Clairemont,4461 Clairemont Mesa Blvd,https://www.yelp.com/biz/mister-falafel-san-diego,4.5,4.6,,6.99,3.7,,,24.0,18.5,0.65,3.6,4.0,4.0,3.0,3.8,4.3,,3.8,2.0,3.5,Yes,Scott,Richard recommended this. Like a Mediterranean burrito,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,Rigoberto's Taco Shop,California,1/4/2017,,,,,,,6.6,,,,23.0,20.5,0.77,4.0,4.5,4.0,3.5,3.5,5.0,1.5,3.5,4.5,3.7,Yes,Scott,Usually better. Too much enchilada sauce this time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,Rigoberto's Taco Shop,Chile Relleno,1/4/2017,,,,,,,6.6,,,,20.5,21.5,0.75,4.0,2.0,,4.0,,4.6,4.2,3.75,5.0,3.9,Yes,Sage,Orange salsa very spicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,Los Tacos,Fusion,1/7/2017,,,,,,,8.5,3.9,,,21.0,21.0,0.74,3.0,4.5,4.1,3.0,3.7,4.0,4.3,4.2,5.0,3.9,Yes,Scott,Fresca and verde salsas are the best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,Los Tacos,Local,1/7/2017,,,,,,,7.9,4.0,,,20.5,21.0,0.72,3.5,4.0,4.0,3.0,4.0,4.5,4.0,3.8,4.8,3.8,Yes,Emily,Pastor is dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,Taco Villa,Chicken,1/10/2017,,,,,,,4.99,3.5,,,18.5,22.5,0.75,2.5,4.5,3.0,2.5,3.0,3.0,2.0,2.0,4.0,3.0,,Scott,Somehow way better when it was leftover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Lupe's Taco Shop,Hot Cheetos,1/12/2017,Linda Vista,7621 Linda Vista Rd,https://www.yelp.com/biz/lupes-taco-shop-san-diego,3.5,4.5,x,7.29,3.5,,,19.0,21.5,0.7,3.0,2.0,3.5,3.5,3.0,2.5,3.7,3.2,4.2,3.7,,Scott,"Cheese is cold, but guac, salsa, and chips are good",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,Lupe's Taco Shop,Surfin California,1/12/2017,,,,,,,7.89,3.0,,,18.5,25.5,0.96,4.0,5.0,4.5,4.0,4.5,3.5,3.0,4.5,2.5,4.25,,Richard,quality ingredients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,Lupe's Taco Shop,California,1/12/2017,,,,,,,7.49,3.7,,,20.0,26.0,1.08,4.0,3.5,3.9,4.0,3.7,2.0,3.5,4.0,4.0,3.9,,Tom,tons of french fries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,Lupe's Taco Shop,Spicy A La Diabla,1/12/2017,,,,,,,7.49,5.0,,,18.0,22.0,0.69,4.0,4.0,4.0,2.0,3.0,0.0,,1.0,2.0,2.0,,Rob L,way too spicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,Los Tacos,Local,1/15/2017,,,,,,,7.9,3.5,,,21.5,23.5,0.94,4.5,5.0,4.0,3.5,4.0,2.8,4.0,4.5,3.7,4.2,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,Los Tacos,Local,1/15/2017,,,,,,,7.9,2.0,,,19.5,24.0,0.89,4.2,4.0,4.2,3.8,4.0,3.0,3.8,4.5,5.0,4.2,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,Taco Villa,Pollo Asado,1/20/2017,,,,,,,5.99,4.5,,,18.5,21.0,0.65,2.0,4.0,2.5,3.5,4.5,3.0,2.0,1.5,3.4,3.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,Taco Villa,Al Pastor,1/20/2017,,,,,,,6.99,3.5,,,18.5,20.5,0.62,2.5,4.5,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,,Ricardo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Rigoberto's Taco Shop La Jolla,California,2/15/2017,,,,,,,6.85,3.5,,,,,,3.0,2.0,3.5,3.5,4.0,3.0,3.5,3.5,4.5,3.6,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Rigoberto's Taco Shop La Jolla,California,2/15/2017,,,,,,,6.85,4.0,,,,,,5.0,5.0,4.5,4.0,5.0,4.0,4.0,5.0,5.0,4.3,,Nihal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Taco Villa,California,2/21/2017,,,,,,,,4.3,,,18.5,21.5,0.68,3.0,3.0,3.5,4.0,3.0,1.5,3.8,4.0,5.0,4.0,,Scott,Salsa much better this time than before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Cotixan,California,2/23/2017,Clairemont,4370 Genessee Ave,https://www.yelp.com/biz/cotixan-mexican-and-seafood-san-diego,4.0,4.0,,7.19,4.5,,,20.0,24.0,0.92,4.0,2.0,3.0,3.8,3.5,2.0,4.0,4.0,4.0,3.5,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Los Tacos,Local,2/25/2017,,,,,,,7.9,2.5,,,22.0,22.0,0.85,3.0,4.5,4.3,4.0,3.0,3.1,3.9,4.2,3.0,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,21.0,24.0,0.96,3.0,3.5,4.5,4.0,4.0,4.0,4.0,4.0,3.5,4.0,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,,,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,,Audrey L,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Los Tacos,Local,2/25/2017,,,,,,,7.9,3.0,,,,,,3.5,4.0,4.0,4.0,4.5,3.5,4.0,3.5,4.0,4.0,,Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,Lourdes,Carnitas,3/3/2017,Encinitas,2113 San Elijo Ave,https://www.yelp.com/biz/lourdes-encinitas-2,4.0,4.7,,7.35,3.5,415.0,0.6916666667,21.0,19.0,0.6,3.5,3.0,3.5,3.0,4.5,4.5,4.0,4.0,5.0,3.75,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,Lourdes,California,3/3/2017,,,,,,,6.35,3.5,425.0,0.7083333333,19.0,20.0,0.6,4.0,3.0,3.0,3.0,2.5,3.0,3.5,2.8,5.0,3.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Vallarta Express,California,3/16/2017,,,,,,,7.5,4.0,,,,,,3.0,,4.0,4.0,3.0,5.0,3.0,4.0,5.0,4.1,,Erik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,California burritos,California Everything,4/7/2017,,,,,,,6.5,4.5,520.0,0.6265060241,22.5,21.5,0.83,4.5,3.0,3.5,4.5,3.5,4.0,3.5,4.3,4.3,4.1,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,California burritos,California Everything,4/7/2017,,,,,,,6.5,4.0,476.0,0.56,23.0,21.5,0.85,4.0,3.5,4.5,4.0,3.5,4.5,4.0,4.0,4.5,4.0,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,California burritos,California Everything Mini,4/7/2017,,,,,,,4.75,4.0,,,18.0,17.0,0.41,4.0,4.0,4.5,4.3,4.5,4.5,4.8,4.8,5.0,4.5,,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,California burritos,Surf & Turf,4/7/2017,,,,,,,6.75,4.0,560.0,0.5656565657,24.5,22.5,0.99,4.0,4.0,4.0,3.5,3.5,3.0,2.0,3.5,3.5,3.5,,Hannah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,California burritos,California Everything,4/7/2017,,,,,,,6.5,4.0,,,21.3,23.8,0.96,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,Clark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,California burritos,Surf & Turf,4/7/2017,,,,,,,6.75,4.0,,,,,,3.0,5.0,5.0,,,5.0,,4.0,5.0,4.5,,Justin C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,Los palmitos,California,4/23/2017,Clairemont,5145 Clairemont Mesa Blvd,https://www.yelp.com/biz/los-palmitos-taco-shop-san-diego,4.0,4.1,x,7.1,4.0,,,22.5,23.0,0.95,4.5,5.0,3.8,3.8,4.0,4.0,3.9,4.3,5.0,4.3,,Scott,red-orange salsa has a slight fruity flavor that's really good,,,X,,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Los palmitos,Surf & Turf,4/23/2017,,,,,,,8.25,3.5,,,20.0,24.0,0.92,3.5,4.0,4.0,3.0,3.5,4.5,3.5,3.5,5.0,3.6,,Emily,Rice was plain. Also don't like rice in burrito,,,X,,X,,,,,,X,,X,,,,,,,X,,,,,,,,,,,,,,,,,
333,Taco Villa,Carnitas,4/25/2017,,,,,,,5.99,4.0,450.0,0.703125,20.0,20.0,0.64,2.0,4.5,4.5,3.0,3.8,4.4,2.5,3.5,3.0,4.0,,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Taco Villa,Carnitas,4/25/2017,,,,,,,5.99,4.0,,,18.5,20.0,0.59,4.0,4.0,4.0,3.0,4.0,3.5,2.5,3.5,5.0,3.5,,Richard,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Lupe's Taco Shop,Tgunz,4/25/2017,,,,,,,10.0,3.0,920.0,0.5974025974,23.0,29.0,1.54,3.0,4.0,3.2,3.5,1.8,1.8,3.5,3.7,3.5,3.9,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Lupe's Taco Shop,Tgunz,4/25/2017,,,,,,,10.0,4.2,925.0,0.6006493506,23.0,29.0,1.54,3.0,4.5,3.5,3.5,2.5,2.0,3.0,3.5,4.5,3.5,,Ricardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Filiberto's,Adobada,5/2/2017,Encinitas,476 S Coast Hwy 101,https://www.yelp.com/biz/filibertos-encinitas-2,3.0,3.8,,6.25,4.4,,,,,,4.2,4.5,4.0,3.0,5.0,3.8,2.5,3.0,5.0,3.7,,Scott,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Filiberto's,California,5/2/2017,,,,,,,6.25,3.0,,,,,,4.5,4.5,3.7,3.5,4.0,3.5,3.0,4.0,4.5,4.0,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,Don Carlos Taco Shop,California,5/9/2017,La Jolla,737 Pearl St,https://www.yelp.com/biz/don-carlos-taco-shop-la-jolla,4.0,4.5,,7.75,5.0,,,18.0,22.5,0.73,3.5,4.2,3.3,3.7,4.0,4.0,2.9,3.0,5.0,3.7,,Scott ,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Don Carlos Taco Shop,California,5/9/2017,,,,,,,7.75,2.5,,,20.0,22.5,0.81,4.0,4.0,2.6,3.6,4.0,4.0,3.6,4.0,4.0,2.9,,Luis,,,,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,Los Tacos 2,Al Pastor Tradicional,5/13/2017,Oceanside,3480 Marron Rd,https://www.yelp.com/biz/los-tacos-oceanside-2,4.5,5.0,,8.25,3.8,430.0,0.6323529412,22.5,19.5,0.68,4.0,,4.0,3.0,3.0,2.5,4.0,3.0,5.0,3.6,,Scott,,,,,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Rubios UCSD,Grilled Fish Salmon,5/17/2017,,,,,,,8.99,4.0,350.0,0.7446808511,15.5,19.5,0.47,3.5,3.0,3.5,3.5,4.0,2.0,4.0,4.0,4.0,3.4,,Tom,,,,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,,,x,
343,Rigoberto's Taco Shop,California,5/17/2017,,,,,,,6.85,4.0,,,23.5,23.0,0.99,3.5,5.0,3.3,3.0,5.0,2.0,3.0,3.8,3.5,3.9,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,Rigoberto's Taco Shop,California,5/17/2017,,,,,,,6.85,4.0,,,23.5,23.5,1.03,4.0,5.0,4.0,4.0,5.0,3.5,2.0,3.5,4.0,4.0,,Elynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,El Dorado Mexican Food,California,5/26/2017,,,,,,,7.4,3.3,,,19.5,24.5,0.93,5.0,4.0,4.2,3.5,2.9,3.0,4.0,4.0,4.0,4.0,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,El Dorado Mexican Food,California,5/26/2017,,,,,,,7.4,3.5,,,19.5,26.5,1.09,4.5,4.0,4.0,3.5,3.0,3.0,2.5,4.0,3.8,3.8,,Emily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,Los Tacos 2,Cheese Steak,5/29/2017,,,,,,,9.95,4.2,600.0,0.7792207792,22.0,21.0,0.77,3.5,5.0,3.0,1.5,3.0,2.5,3.0,2.2,2.5,2.8,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Roberto's Taco Shop Hillcrest,Asada,5/30/2017,Hillcrest,420 Robinson Ave,https://www.yelp.com/biz/robertos-taco-shop-hillcrest-san-diego,4.0,4.2,,7.0,3.5,450.0,0.625,19.5,21.5,0.72,4.0,4.0,2.0,2.5,4.5,4.0,3.0,2.9,4.5,2.8,,Scott,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,Roberto's Taco Shop Hillcrest,California Surf And Turf,5/30/2017,,,,,,,9.0,3.0,,,24.0,22.0,0.92,3.5,4.0,4.0,4.0,4.5,4.5,2.0,3.5,4.0,4.0,,Richard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,Roberto's Taco Shop Hillcrest,California,5/30/2017,,,,,,,7.0,3.5,,,23.0,21.5,0.85,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.2,,Tom,,,,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Burros and Fries,Shrimp California,6/4/2017,,,,,,,6.99,4.0,580.0,0.8656716418,21.0,20.0,0.67,3.0,4.0,4.0,2.5,2.5,3.0,3.0,3.0,5.0,3.0,,Emily,too many fries. Not great,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,Burros and Fries,California,6/4/2017,,,,,,,7.19,3.5,635.0,0.7839506173,21.0,22.0,0.81,3.5,4.5,3.5,3.5,3.0,3.5,4.0,3.5,5.0,3.8,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,Taco Stand Encinitas ,California,6/10/2017,,,,,,,7.89,4.0,,,19.0,22.5,0.77,3.0,,4.5,4.0,4.5,4.5,4.5,4.8,3.3,4.7,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
